"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2021 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2021 JIF,JIF Quartile,2021 JCI,% of Citable OA
"Annual Review of Phytopathology","ANNU REV PHYTOPATHOL","ANNUAL REVIEWS","0066-4286","1545-2107","PLANT SCIENCES","SCIE","11,076","10.85","Q1","1.21","0"%,
"Journal of Big Data","J BIG DATA-GER","SPRINGERNATURE","N/A","2196-1115","COMPUTER SCIENCE, THEORY & METHODS","SCIE","4,096","10.835","Q1","2.22","99.47"%,
"CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY","CLIN REV ALLERG IMMU","HUMANA PRESS INC","1080-0549","1559-0267","ALLERGY","SCIE","5,500","10.817","Q1","1.51","16.06"%,
"CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY","CLIN REV ALLERG IMMU","HUMANA PRESS INC","1080-0549","1559-0267","IMMUNOLOGY","SCIE","5,500","10.817","Q1","1.51","16.06"%,
"Business Strategy and the Environment","BUS STRATEG ENVIRON","WILEY","0964-4733","1099-0836","BUSINESS","SSCI","13,447","10.801","Q1","2.21","18.48"%,
"Business Strategy and the Environment","BUS STRATEG ENVIRON","WILEY","0964-4733","1099-0836","ENVIRONMENTAL STUDIES","SSCI","13,447","10.801","Q1","2.21","18.48"%,
"Business Strategy and the Environment","BUS STRATEG ENVIRON","WILEY","0964-4733","1099-0836","MANAGEMENT","SSCI","13,447","10.801","Q1","2.21","18.48"%,
"Redox Biology","REDOX BIOL","ELSEVIER","2213-2317","2213-2317","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","20,557","10.787","Q1","1.82","99.72"%,
"CLINICAL NUCLEAR MEDICINE","CLIN NUCL MED","LIPPINCOTT WILLIAMS & WILKINS","0363-9762","1536-0229","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","6,843","10.782","Q1","0.97","6.61"%,
"NPG Asia Materials","NPG ASIA MATER","NATURE PORTFOLIO","1884-4049","1884-4057","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","7,857","10.761","Q1","1.49","99.58"%,
"Materials Today Bio","MATER TODAY BIO","ELSEVIER","2590-0064","2590-0064","ENGINEERING, BIOMEDICAL","SCIE","796","10.761","Q1","1.47","99.35"%,
"Materials Today Bio","MATER TODAY BIO","ELSEVIER","2590-0064","2590-0064","MATERIALS SCIENCE, BIOMATERIALS","SCIE","796","10.761","Q1","1.47","99.35"%,
"npj Quantum Information","NPJ QUANTUM INFORM","NATURE PORTFOLIO","N/A","2056-6387","PHYSICS, APPLIED","SCIE","4,351","10.758","Q1","2.21","98.95"%,
"npj Quantum Information","NPJ QUANTUM INFORM","NATURE PORTFOLIO","N/A","2056-6387","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL","SCIE","4,351","10.758","Q1","2.21","98.95"%,
"npj Quantum Information","NPJ QUANTUM INFORM","NATURE PORTFOLIO","N/A","2056-6387","PHYSICS, CONDENSED MATTER","SCIE","4,351","10.758","Q1","2.21","98.95"%,
"npj Quantum Information","NPJ QUANTUM INFORM","NATURE PORTFOLIO","N/A","2056-6387","QUANTUM SCIENCE & TECHNOLOGY","SCIE","4,351","10.758","Q1","2.21","98.95"%,
"Science of the Total Environment","SCI TOTAL ENVIRON","ELSEVIER","0048-9697","1879-1026","ENVIRONMENTAL SCIENCES","SCIE","328,230","10.754","Q1","1.77","9.21"%,
"International Journal of Biological Sciences","INT J BIOL SCI","IVYSPRING INT PUBL","1449-2288","1449-2288","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","14,100","10.75","Q1","1.88","99.88"%,
"Carbohydrate Polymers","CARBOHYD POLYM","ELSEVIER SCI LTD","0144-8617","1879-1344","CHEMISTRY, APPLIED","SCIE","123,307","10.723","Q1","2.19","4.58"%,
"Carbohydrate Polymers","CARBOHYD POLYM","ELSEVIER SCI LTD","0144-8617","1879-1344","CHEMISTRY, ORGANIC","SCIE","123,307","10.723","Q1","2.19","4.58"%,
"Carbohydrate Polymers","CARBOHYD POLYM","ELSEVIER SCI LTD","0144-8617","1879-1344","POLYMER SCIENCE","SCIE","123,307","10.723","Q1","2.19","4.58"%,
"Journal of Physiotherapy","J PHYSIOTHER","AUSTRALIAN PHYSIOTHERAPY ASSOC","1836-9553","1836-9561","ORTHOPEDICS","SCIE","2,608","10.714","Q1","2.76","98.65"%,
"Journal of Physiotherapy","J PHYSIOTHER","AUSTRALIAN PHYSIOTHERAPY ASSOC","1836-9553","1836-9561","REHABILITATION","SCIE","2,608","10.714","Q1","2.76","98.65"%,
"ANNUAL REVIEWS IN CONTROL","ANNU REV CONTROL","PERGAMON-ELSEVIER SCIENCE LTD","1367-5788","1872-9088","AUTOMATION & CONTROL SYSTEMS","SCIE","3,752","10.699","Q1","0.99","12.57"%,
"Sustainable Cities and Society","SUSTAIN CITIES SOC","ELSEVIER","2210-6707","2210-6715","CONSTRUCTION & BUILDING TECHNOLOGY","SCIE","26,556","10.696","Q1","1.6","5.91"%,
"Sustainable Cities and Society","SUSTAIN CITIES SOC","ELSEVIER","2210-6707","2210-6715","ENERGY & FUELS","SCIE","26,556","10.696","Q1","1.6","5.91"%,
"Sustainable Cities and Society","SUSTAIN CITIES SOC","ELSEVIER","2210-6707","2210-6715","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","26,556","10.696","Q1","1.6","5.91"%,
"AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY","AM J OBSTET GYNECOL","MOSBY-ELSEVIER","0002-9378","1097-6868","OBSTETRICS & GYNECOLOGY","SCIE","54,703","10.693","Q1","3.22","7.19"%,
"Bioengineering & Translational Medicine","BIOENG TRANSL MED","WILEY","N/A","2380-6761","ENGINEERING, BIOMEDICAL","SCIE","1,581","10.684","Q1","1.52","84.83"%,
"Sustainable Materials and Technologies","SUSTAIN MATER TECHNO","ELSEVIER","2214-9937","2214-9937","ENERGY & FUELS","SCIE","2,912","10.681","Q1","1.34","8.65"%,
"Sustainable Materials and Technologies","SUSTAIN MATER TECHNO","ELSEVIER","2214-9937","2214-9937","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","2,912","10.681","Q1","1.34","8.65"%,
"Sustainable Materials and Technologies","SUSTAIN MATER TECHNO","ELSEVIER","2214-9937","2214-9937","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","2,912","10.681","Q1","1.34","8.65"%,
"BRITISH JOURNAL OF PSYCHIATRY","BRIT J PSYCHIAT","CAMBRIDGE UNIV PRESS","0007-1250","1472-1465","PSYCHIATRY","SSCI","29,701","10.671","Q1","1.9","33.85"%,
"BRITISH JOURNAL OF PSYCHIATRY","BRIT J PSYCHIAT","CAMBRIDGE UNIV PRESS","0007-1250","1472-1465","PSYCHIATRY","SCIE","29,701","10.671","Q1","1.9","33.85"%,
"SEMINARS IN IMMUNOLOGY","SEMIN IMMUNOL","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","1044-5323","1096-3618","IMMUNOLOGY","SCIE","7,732","10.671","Q1","0.93","22.06"%,
"HUMAN RESOURCE MANAGEMENT REVIEW","HUM RESOUR MANAGE R","ELSEVIER","1053-4822","1873-7889","MANAGEMENT","SSCI","5,918","10.667","Q1","2.1","5.13"%,
"ANGIOGENESIS","ANGIOGENESIS","SPRINGER","0969-6970","1573-7209","PERIPHERAL VASCULAR DISEASE","SCIE","5,111","10.658","Q1","1.94","38.13"%,
"Optica","OPTICA","OPTICAL SOC AMER","2334-2536","2334-2536","OPTICS","SCIE","15,738","10.644","Q1","3.24","99.43"%,
"BLOOD REVIEWS","BLOOD REV","CHURCHILL LIVINGSTONE","0268-960X","1532-1681","HEMATOLOGY","SCIE","5,015","10.636","Q1","1.24","14.21"%,
"Acta Biomaterialia","ACTA BIOMATER","ELSEVIER SCI LTD","1742-7061","1878-7568","ENGINEERING, BIOMEDICAL","SCIE","58,946","10.633","Q1","1.72","11.7"%,
"Acta Biomaterialia","ACTA BIOMATER","ELSEVIER SCI LTD","1742-7061","1878-7568","MATERIALS SCIENCE, BIOMATERIALS","SCIE","58,946","10.633","Q1","1.72","11.7"%,
"Clinical Journal of the American Society of Nephrology","CLIN J AM SOC NEPHRO","AMER SOC NEPHROLOGY","1555-9041","1555-905X","UROLOGY & NEPHROLOGY","SCIE","24,535","10.624","Q1","2.39","2.16"%,
"Reviews in Aquaculture","REV AQUACULT","WILEY","1753-5123","1753-5131","FISHERIES","SCIE","5,461","10.618","Q1","2.33","20.33"%,
"PSYCHOLOGICAL MEDICINE","PSYCHOL MED","CAMBRIDGE UNIV PRESS","0033-2917","1469-8978","PSYCHIATRY","SCIE","39,479","10.592","Q1","2.01","26.09"%,
"PSYCHOLOGICAL MEDICINE","PSYCHOL MED","CAMBRIDGE UNIV PRESS","0033-2917","1469-8978","PSYCHIATRY","SSCI","39,479","10.592","Q1","2.01","26.09"%,
"PSYCHOLOGICAL MEDICINE","PSYCHOL MED","CAMBRIDGE UNIV PRESS","0033-2917","1469-8978","PSYCHOLOGY","SCIE","39,479","10.592","Q1","2.01","26.09"%,
"PSYCHOLOGICAL MEDICINE","PSYCHOL MED","CAMBRIDGE UNIV PRESS","0033-2917","1469-8978","PSYCHOLOGY, CLINICAL","SSCI","39,479","10.592","Q1","2.01","26.09"%,
"TRENDS IN ENDOCRINOLOGY AND METABOLISM","TRENDS ENDOCRIN MET","ELSEVIER SCIENCE LONDON","1043-2760","1879-3061","ENDOCRINOLOGY & METABOLISM","SCIE","13,168","10.586","Q1","1.4","11.36"%,
"Qualitative Research in Psychology","QUAL RES PSYCHOL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1478-0887","1478-0895","PSYCHOLOGY, MULTIDISCIPLINARY","SSCI","14,928","10.568","Q1","4.1","9.48"%,
"BUSINESS HORIZONS","BUS HORIZONS","ELSEVIER","0007-6813","1873-6068","BUSINESS","SSCI","8,458","10.562","Q1","1.86","5.66"%,
"JOURNAL OF MEMBRANE SCIENCE","J MEMBRANE SCI","ELSEVIER","0376-7388","1873-3123","ENGINEERING, CHEMICAL","SCIE","102,221","10.53","Q1","1.84","3.55"%,
"JOURNAL OF MEMBRANE SCIENCE","J MEMBRANE SCI","ELSEVIER","0376-7388","1873-3123","POLYMER SCIENCE","SCIE","102,221","10.53","Q1","1.84","3.55"%,
"TRENDS IN PARASITOLOGY","TRENDS PARASITOL","ELSEVIER SCI LTD","1471-4922","1471-5007","PARASITOLOGY","SCIE","9,746","10.528","Q1","1.17","22.27"%,
"AUTOMATION IN CONSTRUCTION","AUTOMAT CONSTR","ELSEVIER","0926-5805","1872-7891","CONSTRUCTION & BUILDING TECHNOLOGY","SCIE","24,227","10.517","Q1","2","8.1"%,
"AUTOMATION IN CONSTRUCTION","AUTOMAT CONSTR","ELSEVIER","0926-5805","1872-7891","ENGINEERING, CIVIL","SCIE","24,227","10.517","Q1","2","8.1"%,
"npj 2D Materials and Applications","NPJ 2D MATER APPL","NATURE PORTFOLIO","N/A","2397-7132","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","2,184","10.516","Q1","1.54","98.92"%,
"npj 2D Materials and Applications","NPJ 2D MATER APPL","NATURE PORTFOLIO","N/A","2397-7132","NANOSCIENCE & NANOTECHNOLOGY","SCIE","2,184","10.516","Q1","1.54","98.92"%,
"npj 2D Materials and Applications","NPJ 2D MATER APPL","NATURE PORTFOLIO","N/A","2397-7132","PHYSICS, APPLIED","SCIE","2,184","10.516","Q1","1.54","98.92"%,
"POPULATION AND DEVELOPMENT REVIEW","POPUL DEV REV","WILEY","0098-7921","1728-4457","DEMOGRAPHY","SSCI","5,568","10.515","Q1","1.34","29.06"%,
"POPULATION AND DEVELOPMENT REVIEW","POPUL DEV REV","WILEY","0098-7921","1728-4457","SOCIOLOGY","SSCI","5,568","10.515","Q1","1.34","29.06"%,
"ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY","ARTERIOSCL THROM VAS","LIPPINCOTT WILLIAMS & WILKINS","1079-5642","1524-4636","HEMATOLOGY","SCIE","41,659","10.514","Q1","1.68","15.9"%,
"ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY","ARTERIOSCL THROM VAS","LIPPINCOTT WILLIAMS & WILKINS","1079-5642","1524-4636","PERIPHERAL VASCULAR DISEASE","SCIE","41,659","10.514","Q1","1.68","15.9"%,

Copyright (c) 2025 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
