"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of Citable OA
"CALIFORNIA MANAGEMENT REVIEW","CALIF MANAGE REV","SAGE PUBLICATIONS INC","0008-1256","2162-8564","MANAGEMENT","SSCI","7,459","8.836","Q1","1.78","1.16"%,
"PHYSIOLOGY","PHYSIOLOGY","AMER PHYSIOLOGICAL SOC","1548-9213","1548-9221","PHYSIOLOGY","SCIE","4,651","8.831","Q1","1.17","2.06"%,
"JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY","J AM ACAD CHILD PSY","ELSEVIER SCIENCE INC","0890-8567","1527-5418","PEDIATRICS","SCIE","25,048","8.829","Q1","2.3","11.43"%,
"JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY","J AM ACAD CHILD PSY","ELSEVIER SCIENCE INC","0890-8567","1527-5418","PSYCHIATRY","SSCI","25,048","8.829","Q1","2.3","11.43"%,
"JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY","J AM ACAD CHILD PSY","ELSEVIER SCIENCE INC","0890-8567","1527-5418","PSYCHIATRY","SCIE","25,048","8.829","Q1","2.3","11.43"%,
"JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY","J AM ACAD CHILD PSY","ELSEVIER SCIENCE INC","0890-8567","1527-5418","PSYCHOLOGY, DEVELOPMENTAL","SSCI","25,048","8.829","Q1","2.3","11.43"%,
"GENETICS IN MEDICINE","GENET MED","SPRINGERNATURE","1098-3600","1530-0366","GENETICS & HEREDITY","SCIE","17,957","8.822","Q1","2.37","27.99"%,
"CURRENT OPINION IN CHEMICAL BIOLOGY","CURR OPIN CHEM BIOL","ELSEVIER SCI LTD","1367-5931","1879-0402","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","12,240","8.822","Q1","1.14","10.12"%,
"CURRENT OPINION IN CHEMICAL BIOLOGY","CURR OPIN CHEM BIOL","ELSEVIER SCI LTD","1367-5931","1879-0402","BIOPHYSICS","SCIE","12,240","8.822","Q1","1.14","10.12"%,
"EMBO REPORTS","EMBO REP","WILEY","1469-221X","1469-3178","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","19,502","8.807","Q1","1.46","35.68"%,
"EMBO REPORTS","EMBO REP","WILEY","1469-221X","1469-3178","CELL BIOLOGY","SCIE","19,502","8.807","Q1","1.46","35.68"%,
"LONG RANGE PLANNING","LONG RANGE PLANN","ELSEVIER SCI LTD","0024-6301","1873-1872","BUSINESS","SSCI","7,522","8.802","Q1","1.97","9.26"%,
"LONG RANGE PLANNING","LONG RANGE PLANN","ELSEVIER SCI LTD","0024-6301","1873-1872","DEVELOPMENT STUDIES","SSCI","7,522","8.802","Q1","1.97","9.26"%,
"LONG RANGE PLANNING","LONG RANGE PLANN","ELSEVIER SCI LTD","0024-6301","1873-1872","MANAGEMENT","SSCI","7,522","8.802","Q1","1.97","9.26"%,
"BMC Medicine","BMC MED","BMC","1741-7015","1741-7015","MEDICINE, GENERAL & INTERNAL","SCIE","20,515","8.775","Q1","2.59","99.76"%,
"BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY","B AM METEOROL SOC","AMER METEOROLOGICAL SOC","0003-0007","1520-0477","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","28,128","8.766","Q1","2.29","7.61"%,
"JOURNAL OF MEMBRANE SCIENCE","J MEMBRANE SCI","ELSEVIER","0376-7388","1873-3123","ENGINEERING, CHEMICAL","SCIE","87,097","8.742","Q1","1.82","1.9"%,
"JOURNAL OF MEMBRANE SCIENCE","J MEMBRANE SCI","ELSEVIER","0376-7388","1873-3123","POLYMER SCIENCE","SCIE","87,097","8.742","Q1","1.82","1.9"%,
"Corporate Social Responsibility and Environmental Management","CORP SOC RESP ENV MA","WILEY","1535-3958","1535-3966","BUSINESS","SSCI","6,643","8.741","Q1","2.1","4.87"%,
"Corporate Social Responsibility and Environmental Management","CORP SOC RESP ENV MA","WILEY","1535-3958","1535-3966","ENVIRONMENTAL STUDIES","SSCI","6,643","8.741","Q1","2.1","4.87"%,
"Corporate Social Responsibility and Environmental Management","CORP SOC RESP ENV MA","WILEY","1535-3958","1535-3966","MANAGEMENT","SSCI","6,643","8.741","Q1","2.1","4.87"%,
"BRITISH JOURNAL OF PHARMACOLOGY","BRIT J PHARMACOL","WILEY","0007-1188","1476-5381","PHARMACOLOGY & PHARMACY","SCIE","42,892","8.74","Q1","2.14","20.63"%,
"JOURNAL OF CLINICAL PERIODONTOLOGY","J CLIN PERIODONTOL","WILEY","0303-6979","1600-051X","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","19,562","8.728","Q1","3.02","13.71"%,
"EXPERIMENTAL AND MOLECULAR MEDICINE","EXP MOL MED","SPRINGERNATURE","1226-3613","2092-6413","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","8,780","8.718","Q1","1.37","100"%,
"EXPERIMENTAL AND MOLECULAR MEDICINE","EXP MOL MED","SPRINGERNATURE","1226-3613","2092-6413","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","8,780","8.718","Q1","1.37","100"%,
"AMERICAN STATISTICIAN","AM STAT","AMER STATISTICAL ASSOC","0003-1305","1537-2731","STATISTICS & PROBABILITY","SCIE","9,025","8.71","Q1","2.29","22.12"%,
"INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS","INT J INTELL SYST","WILEY","0884-8173","1098-111X","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","6,227","8.709","Q1","2.22","1.01"%,
"EDUCATIONAL PSYCHOLOGY REVIEW","EDUC PSYCHOL REV","SPRINGER/PLENUM PUBLISHERS","1040-726X","1573-336X","PSYCHOLOGY, EDUCATIONAL","SSCI","7,156","8.705","Q1","2.15","24.42"%,
"Advances in Nutrition","ADV NUTR","OXFORD UNIV PRESS","2161-8313","2156-5376","NUTRITION & DIETETICS","SCIE","9,087","8.701","Q1","1.36","26.69"%,
"METABOLISM-CLINICAL AND EXPERIMENTAL","METABOLISM","W B SAUNDERS CO-ELSEVIER INC","0026-0495","1532-8600","ENDOCRINOLOGY & METABOLISM","SCIE","18,291","8.697","Q1","1.67","8.99"%,
"CANCER LETTERS","CANCER LETT","ELSEVIER IRELAND LTD","0304-3835","1872-7980","ONCOLOGY","SCIE","42,177","8.679","Q1","1.67","11.45"%,
"COMMUNICATION MONOGRAPHS","COMMUN MONOGR","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0363-7751","1479-5787","COMMUNICATION","SSCI","4,275","8.667","Q1","2.59","0"%,
"CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY","CLIN REV ALLERG IMMU","HUMANA PRESS INC","1080-0549","1559-0267","ALLERGY","SCIE","4,546","8.667","Q1","1.27","7.84"%,
"CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY","CLIN REV ALLERG IMMU","HUMANA PRESS INC","1080-0549","1559-0267","IMMUNOLOGY","SCIE","4,546","8.667","Q1","1.27","7.84"%,
"AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY","AM J OBSTET GYNECOL","MOSBY-ELSEVIER","0002-9378","1097-6868","OBSTETRICS & GYNECOLOGY","SCIE","53,462","8.661","Q1","2.57","4.23"%,
"PROGRESS IN AEROSPACE SCIENCES","PROG AEROSP SCI","PERGAMON-ELSEVIER SCIENCE LTD","0376-0421","1873-1724","ENGINEERING, AEROSPACE","SCIE","4,816","8.653","Q1","1.38","7.34"%,
"npj Parkinsons Disease","NPJ PARKINSONS DIS","NATURE RESEARCH","N/A","2373-8057","NEUROSCIENCES","SCIE","1,093","8.651","Q1","1.59","100"%,
"JACC-Basic to Translational Science","JACC-BASIC TRANSL SC","ELSEVIER SCIENCE INC","2452-302X","2452-302X","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,842","8.648","Q1","1.49","98.05"%,
"Journal of Supply Chain Management","J SUPPLY CHAIN MANAG","WILEY","1523-2409","1745-493X","MANAGEMENT","SSCI","3,979","8.647","Q1","2.14","16.67"%,
"STRATEGIC MANAGEMENT JOURNAL","STRATEGIC MANAGE J","WILEY","0143-2095","1097-0266","BUSINESS","SSCI","48,420","8.641","Q1","2.13","13.51"%,
"STRATEGIC MANAGEMENT JOURNAL","STRATEGIC MANAGE J","WILEY","0143-2095","1097-0266","MANAGEMENT","SSCI","48,420","8.641","Q1","2.13","13.51"%,
"JOURNAL OF MANUFACTURING SYSTEMS","J MANUF SYST","ELSEVIER SCI LTD","0278-6125","1878-6642","ENGINEERING, INDUSTRIAL","SCIE","5,413","8.633","Q1","1.58","3.49"%,
"JOURNAL OF MANUFACTURING SYSTEMS","J MANUF SYST","ELSEVIER SCI LTD","0278-6125","1878-6642","ENGINEERING, MANUFACTURING","SCIE","5,413","8.633","Q1","1.58","3.49"%,
"JOURNAL OF MANUFACTURING SYSTEMS","J MANUF SYST","ELSEVIER SCI LTD","0278-6125","1878-6642","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","5,413","8.633","Q1","1.58","3.49"%,
"npj Climate and Atmospheric Science","NPJ CLIM ATMOS SCI","NATURE RESEARCH","2397-3722","2397-3722","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","887","8.624","Q1","1.78","100"%,
"npj Genomic Medicine","NPJ GENOM MED","NATURE RESEARCH","N/A","2056-7944","GENETICS & HEREDITY","SCIE","971","8.617","Q1","1.48","100"%,
"FRONTIERS IN NEUROENDOCRINOLOGY","FRONT NEUROENDOCRIN","ACADEMIC PRESS INC ELSEVIER SCIENCE","0091-3022","1095-6808","ENDOCRINOLOGY & METABOLISM","SCIE","5,339","8.606","Q1","1.12","12.69"%,
"FRONTIERS IN NEUROENDOCRINOLOGY","FRONT NEUROENDOCRIN","ACADEMIC PRESS INC ELSEVIER SCIENCE","0091-3022","1095-6808","NEUROSCIENCES","SCIE","5,339","8.606","Q1","1.12","12.69"%,

Copyright (c) 2025 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
